path	current_owner	disposition	new_owner	consumer	apply_boundary	validator	secret_classification	reason
market_data.gamma.reconcile_interval_secs	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.batch_size	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.confirmations	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.enabled	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.max_blocks_per_request	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.max_blocks_per_tick	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.poll_secs	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.reconciliation_lookback_secs	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.reconciliation_match_window_ms	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.reconciliation_max_rows	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.trade_tape_on_chain.reconciliation_terminal_age_secs	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.websocket.engine_max_subscription_tokens	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.websocket.engine_subscription_window_hours	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.websocket.max_reconnect_delay_ms	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.websocket.max_subscriptions_per_connection	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
market_data.websocket.reconnect_delay_ms	deploy_config	keep_deploy	market_data_ingest resource budget	Gamma, Data API and CLOB ingest adapters	process start	provider binding and capacity validator	none	Provider endpoints, connection limits and ingest capacity are deployment-scoped
notifications.telegram.bot_token	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
notifications.telegram.chat_id	deploy_config	keep_deploy	typed DeployConfig	owning infrastructure adapter	process start	typed DeployConfig validator	none	Leaf is required to construct an immutable process dependency
notifications.webhook.authorization	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
notifications.webhook.url	deploy_config	keep_deploy	typed DeployConfig	owning infrastructure adapter	process start	typed DeployConfig validator	none	Leaf is required to construct an immutable process dependency
observability.log_json	deploy_config	keep_deploy	observability deployment policy	tracing and alert adapters	process start	typed log-level and channel binding validator	none	Telemetry sinks and process logging are deployment concerns
observability.log_level	deploy_config	keep_deploy	observability deployment policy	tracing and alert adapters	process start	typed log-level and channel binding validator	none	Telemetry sinks and process logging are deployment concerns
polymarket.chain_id	deploy_config	migrate	Polymarket protocol catalog constant	EIP-712 and transaction signing	application build	compile-time protocol contract	public_protocol_value	The chain id is an external protocol invariant and must not be operator editable
polymarket.clob_base_url	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.clob_market_info_refresh_secs	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.clob_ws_url	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.onchain.rpc_endpoint.source	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.onchain.rpc_endpoint.url	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
polymarket.onchain.rpc_timeout_ms	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.order_post_timeout_ms	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.relayer.api_key	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
polymarket.relayer.base_url	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
polymarket.relayer.request_timeout_ms	deploy_config	keep_deploy	Polymarket provider binding	CLOB, on-chain and relayer clients	process start	typed endpoint and timeout validation	none	External service locations and transport timeouts vary by deployment
quant.account.wallet_kind	deploy_config	keep_deploy	execution identity binding	account and signer adapters	process start	typed wallet-kind and credential preflight	credential_metadata	Wallet implementation is a deployment identity choice, not a hot policy
quant.research_jobs.backtest_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.dataset_build_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.feature_parity_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.global_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.heartbeat_secs	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.lease_ttl_secs	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.max_recovery_attempts	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.max_spine_samples	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.model_train_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.plan_sample_markets	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.plan_sample_slices	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.poll_secs	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.progress_min_interval_ms	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.shutdown_drain_secs	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.trade_policy_fit_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.research_jobs.trade_policy_validation_concurrency	deploy_config	merge	research_jobs resource budget	research worker scheduler	process start	derived lease, heartbeat and concurrency invariants	none	Independent worker timings and capacities must be derived from one coherent host budget
quant.workers.equity_snapshot_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.execution_breaker_tick_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.execution_dispatch_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.intent_expire_sweep_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.report_ad_hoc_queue_capacity	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.report_ad_hoc_queue_ttl_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.report_expire_sweep_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.report_run_heartbeat_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.report_run_lease_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
quant.workers.report_schedule_poll_secs	deploy_config	merge	report_execution resource budget	report and execution worker supervisors	process start	derived queue, lease and poll invariants	none	Worker-level knobs are consolidated to prevent contradictory timing relationships
research.artifact_store.bucket	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.artifact_store.kind	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.artifact_store.path_style	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.artifact_store.prefix	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.artifact_store.region	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.artifact_store.require_object_lock	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.artifact_store.require_versioning	deploy_config	keep_deploy	research_jobs resource budget	artifact-store adapter	process start	typed artifact-store binding validation	none	Artifact storage location and adapter type are infrastructure choices
research.evidence_attestation.previous_signing_keys[]	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
research.evidence_attestation.signing_key	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
web.cors_allowed_origins[]	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.jwt.absolute_session_ttl_secs	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.jwt.access_ttl_secs	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.jwt.audience	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.jwt.issuer	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.jwt.refresh_ttl_secs	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.jwt.signing_key	deploy_config	keep_deploy	SecretText	owning infrastructure or provider adapter	process start	typed format validation, Debug redaction and tracked-placeholder lint	plaintext_deploy_secret	The permission-restricted deploy TOML is the single secret source; values are zeroized and never serialized
web.listen_host	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.listen_port	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.serve_static_ui	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
web.static_ui_dir	deploy_config	keep_deploy	web resource budget and identity	HTTP server and authentication layer	process start	typed bind, JWT and path validation	none	Listener, deployment identity and authentication issuer are startup contracts
